,ID_DATA,END_DEVICE_NAME,DTYPE,VALUE,DATE_CREATED
2736,2765,PAI,Temperatura,28.45,2023-11-15 03:35:05
2737,2766,PAI,PH,7.41,2023-11-15 03:35:18
2738,2767,PAI,TDS,100.12,2023-11-15 03:35:25
2739,2768,PAI,Turbidez,0.5,2023-11-15 03:35:33
2740,2769,PAI,Condutividade,200.24,2023-11-15 03:35:40
2741,2770,PAI,Temperatura,28.33,2023-11-15 03:35:47
2742,2771,PAI,PH,7.41,2023-11-15 03:35:59
2743,2772,PAI,TDS,100.16,2023-11-15 03:36:06
2744,2773,PAI,Turbidez,0.5,2023-11-15 03:36:13
2745,2774,PAI,Condutividade,200.32,2023-11-15 03:36:20
2746,2775,PAI,Temperatura,28.31,2023-11-15 03:36:27
2747,2776,PAI,PH,7.4,2023-11-15 03:36:40
2748,2777,PAI,TDS,100.16,2023-11-15 03:36:48
2749,2778,PAI,Turbidez,0.5,2023-11-15 03:36:55
2750,2779,PAI,Condutividade,200.32,2023-11-15 03:37:02
2751,2780,PAI,Temperatura,28.31,2023-11-15 03:37:09
2752,2781,PAI,PH,7.4,2023-11-15 03:37:21
2753,2782,PAI,TDS,100.03,2023-11-15 03:37:28
2754,2783,PAI,Turbidez,0.5,2023-11-15 03:37:35
2755,2784,PAI,Condutividade,200.07,2023-11-15 03:37:42
2756,2785,PAI,Temperatura,28.38,2023-11-15 03:37:49
2757,2786,PAI,PH,7.42,2023-11-15 03:38:02
2758,2787,PAI,TDS,100.03,2023-11-15 03:38:09
2759,2788,PAI,Turbidez,0.5,2023-11-15 03:38:16
2760,2789,PAI,Condutividade,200.06,2023-11-15 03:38:23
2761,2790,PAI,Temperatura,28.38,2023-11-15 03:38:30
2762,2791,PAI,PH,7.42,2023-11-15 03:38:43
2763,2792,PAI,TDS,100.08,2023-11-15 03:38:50
2764,2793,PAI,Turbidez,0.5,2023-11-15 03:38:57
2765,2794,PAI,Condutividade,200.15,2023-11-15 03:39:04
2766,2795,PAI,Temperatura,28.36,2023-11-15 03:39:13
2767,2796,PAI,PH,7.41,2023-11-15 03:39:25
2768,2797,PAI,TDS,100.2,2023-11-15 03:39:32
2769,2798,PAI,Turbidez,0.5,2023-11-15 03:39:39
2770,2799,PAI,Condutividade,200.41,2023-11-15 03:39:46
2771,2800,PAI,Temperatura,28.29,2023-11-15 03:39:53
2772,2801,PAI,PH,7.4,2023-11-15 03:40:06
2773,2802,PAI,TDS,99.91,2023-11-15 03:40:13
2774,2803,PAI,Turbidez,0.5,2023-11-15 03:40:20
2775,2804,PAI,Condutividade,199.81,2023-11-15 03:40:27
2776,2805,PAI,Temperatura,28.45,2023-11-15 03:40:34
2777,2806,PAI,PH,7.39,2023-11-15 03:40:47
2778,2807,PAI,TDS,100.2,2023-11-15 03:40:54
2779,2808,PAI,Turbidez,0.5,2023-11-15 03:41:01
2780,2809,PAI,Condutividade,200.41,2023-11-15 03:41:08
2781,2810,PAI,Temperatura,28.29,2023-11-15 03:41:15
2782,2811,PAI,PH,7.4,2023-11-15 03:41:28
2783,2812,PAI,TDS,100.03,2023-11-15 03:41:35
2784,2813,PAI,Turbidez,0.5,2023-11-15 03:41:42
2785,2814,PAI,Condutividade,200.06,2023-11-15 03:41:49
2786,2815,PAI,Temperatura,28.38,2023-11-15 03:41:56
2787,2816,PAI,PH,7.42,2023-11-15 03:42:09
2788,2817,PAI,TDS,100.12,2023-11-15 03:42:16
2789,2818,PAI,Turbidez,0.5,2023-11-15 03:42:23
2790,2819,PAI,Condutividade,200.24,2023-11-15 03:42:30
2791,2820,PAI,Temperatura,28.33,2023-11-15 03:42:37
2792,2821,PAI,PH,7.39,2023-11-15 03:42:50
2793,2822,PAI,TDS,100.12,2023-11-15 03:42:57
2794,2823,PAI,Turbidez,0.5,2023-11-15 03:43:04
2795,2824,PAI,Condutividade,200.24,2023-11-15 03:43:11
2796,2825,PAI,Temperatura,28.33,2023-11-15 03:43:18
2797,2826,PAI,PH,7.41,2023-11-15 03:43:31
2798,2827,PAI,TDS,100.03,2023-11-15 03:43:39
2799,2828,PAI,Turbidez,0.5,2023-11-15 03:43:47
2800,2829,PAI,Condutividade,200.06,2023-11-15 03:43:54
2801,2830,PAI,Temperatura,28.38,2023-11-15 03:44:01
2802,2831,PAI,PH,7.41,2023-11-15 03:44:13
2803,2832,PAI,TDS,100.62,2023-11-15 03:44:20
2804,2833,PAI,Turbidez,0.5,2023-11-15 03:44:27
2805,2834,PAI,Condutividade,201.23,2023-11-15 03:44:34
2806,2835,PAI,Temperatura,28.22,2023-11-15 03:44:41
2807,2836,PAI,PH,7.43,2023-11-15 03:44:54
2808,2837,PAI,TDS,100.29,2023-11-15 03:45:01
2809,2838,PAI,Turbidez,0.5,2023-11-15 03:45:08
2810,2839,PAI,Condutividade,200.58,2023-11-15 03:45:15
2811,2840,PAI,Temperatura,28.24,2023-11-15 03:45:22
2812,2841,PAI,PH,7.43,2023-11-15 03:45:35
2813,2842,PAI,TDS,100.2,2023-11-15 03:45:43
2814,2843,PAI,Turbidez,0.5,2023-11-15 03:45:50
2815,2844,PAI,Condutividade,200.41,2023-11-15 03:45:57
2816,2845,PAI,Temperatura,28.29,2023-11-15 03:46:04
2817,2846,PAI,PH,7.43,2023-11-15 03:46:16
2818,2847,PAI,TDS,100.12,2023-11-15 03:46:23
2819,2848,PAI,Turbidez,0.5,2023-11-15 03:46:30
2820,2849,PAI,Condutividade,200.24,2023-11-15 03:46:37
2821,2850,PAI,Temperatura,28.33,2023-11-15 03:46:44
2822,2851,PAI,PH,7.38,2023-11-15 03:46:57
2823,2852,PAI,TDS,100.16,2023-11-15 03:47:04
2824,2853,PAI,Turbidez,0.5,2023-11-15 03:47:11
2825,2854,PAI,Condutividade,200.32,2023-11-15 03:47:18
2826,2855,PAI,Temperatura,28.31,2023-11-15 03:47:25
2827,2856,PAI,PH,7.38,2023-11-15 03:47:38
2828,2857,PAI,TDS,102.17,2023-11-15 03:47:45
2829,2858,PAI,Turbidez,0.5,2023-11-15 03:47:52
2830,2859,PAI,Condutividade,204.34,2023-11-15 03:47:59
2831,2860,PAI,Temperatura,27.32,2023-11-15 03:48:08
2832,2861,PAI,PH,7.4,2023-11-15 03:48:19
2833,2862,PAI,TDS,99.82,2023-11-15 03:48:26
2834,2863,PAI,Turbidez,0.5,2023-11-15 03:48:33
2835,2864,PAI,Condutividade,199.64,2023-11-15 03:48:40
2836,2865,PAI,Temperatura,28.49,2023-11-15 03:48:48
2837,2866,PAI,PH,7.4,2023-11-15 03:49:01
2838,2867,PAI,TDS,100.03,2023-11-15 03:49:08
2839,2868,PAI,Turbidez,0.5,2023-11-15 03:49:15
2840,2869,PAI,Condutividade,200.06,2023-11-15 03:49:22
2841,2870,PAI,Temperatura,28.38,2023-11-15 03:49:29
2842,2871,PAI,PH,7.41,2023-11-15 03:49:42
2843,2872,PAI,TDS,100.16,2023-11-15 03:49:49
2844,2873,PAI,Turbidez,0.5,2023-11-15 03:49:56
2845,2874,PAI,Condutividade,200.32,2023-11-15 03:50:03
2846,2875,PAI,Temperatura,28.31,2023-11-15 03:50:10
2847,2876,PAI,PH,7.41,2023-11-15 03:50:23
2848,2877,PAI,TDS,100.29,2023-11-15 03:50:30
2849,2878,PAI,Turbidez,0.5,2023-11-15 03:50:37
2850,2879,PAI,Condutividade,200.58,2023-11-15 03:50:44
2851,2880,PAI,Temperatura,28.24,2023-11-15 03:50:51
2852,2881,PAI,PH,7.4,2023-11-15 03:51:04
2853,2882,PAI,TDS,100.12,2023-11-15 03:51:11
2854,2883,PAI,Turbidez,0.5,2023-11-15 03:51:19
2855,2884,PAI,Condutividade,200.24,2023-11-15 03:51:26
2856,2885,PAI,Temperatura,28.33,2023-11-15 03:51:33
2857,2886,PAI,PH,7.41,2023-11-15 03:51:45
2858,2887,PAI,TDS,100.91,2023-11-15 03:51:52
2859,2888,PAI,Turbidez,0.5,2023-11-15 03:51:59
2860,2889,PAI,Condutividade,201.82,2023-11-15 03:52:06
2861,2890,PAI,Temperatura,27.93,2023-11-15 03:52:13
2862,2891,PAI,PH,7.4,2023-11-15 03:52:26
2863,2892,PAI,TDS,99.24,2023-11-15 03:52:33
2864,2893,PAI,Turbidez,0.5,2023-11-15 03:52:40
2865,2894,PAI,Condutividade,198.48,2023-11-15 03:52:48
2866,2895,PAI,Temperatura,28.82,2023-11-15 03:52:55
2867,2896,PAI,PH,7.41,2023-11-15 03:53:07
2868,2897,PAI,TDS,99.95,2023-11-15 03:53:14
2869,2898,PAI,Turbidez,0.5,2023-11-15 03:53:21
2870,2899,PAI,Condutividade,199.89,2023-11-15 03:53:28
2871,2900,PAI,Temperatura,28.42,2023-11-15 03:53:35
2872,2901,PAI,PH,7.44,2023-11-15 03:53:48
2873,2902,PAI,TDS,100.25,2023-11-15 03:53:55
2874,2903,PAI,Turbidez,0.5,2023-11-15 03:54:02
2875,2904,PAI,Condutividade,200.49,2023-11-15 03:54:09
2876,2905,PAI,Temperatura,28.26,2023-11-15 03:54:16
2877,2906,PAI,PH,7.41,2023-11-15 03:54:29
2878,2907,PAI,TDS,100.12,2023-11-15 03:54:36
2879,2908,PAI,Turbidez,0.5,2023-11-15 03:54:43
2880,2909,PAI,Condutividade,200.24,2023-11-15 03:54:50
2881,2910,PAI,Temperatura,28.33,2023-11-15 03:54:57
2882,2911,PAI,PH,7.43,2023-11-15 03:55:11
2883,2912,PAI,TDS,100.08,2023-11-15 03:55:18
2884,2913,PAI,Turbidez,0.5,2023-11-15 03:55:25
2885,2914,PAI,Condutividade,200.15,2023-11-15 03:55:32
2886,2915,PAI,Temperatura,28.36,2023-11-15 03:55:39
2887,2916,PAI,PH,7.43,2023-11-15 03:55:52
2888,2917,PAI,TDS,100.12,2023-11-15 03:55:59
2889,2918,PAI,Turbidez,0.5,2023-11-15 03:56:06
2890,2919,PAI,Condutividade,200.24,2023-11-15 03:56:13
2891,2920,PAI,Temperatura,28.33,2023-11-15 03:56:20
2892,2921,PAI,PH,7.45,2023-11-15 03:56:33
2893,2922,PAI,TDS,99.95,2023-11-15 03:56:40
2894,2923,PAI,Turbidez,0.5,2023-11-15 03:56:48
2895,2924,PAI,Condutividade,199.89,2023-11-15 03:56:55
2896,2925,PAI,Temperatura,28.42,2023-11-15 03:57:02
2897,2926,PAI,PH,7.44,2023-11-15 03:57:14
2898,2927,PAI,TDS,100.55,2023-11-15 03:57:21
2899,2928,PAI,Turbidez,0.5,2023-11-15 03:57:28
2900,2929,PAI,Condutividade,201.1,2023-11-15 03:57:35
2901,2930,PAI,Temperatura,28.11,2023-11-15 03:57:42
2902,2931,PAI,PH,7.43,2023-11-15 03:57:55
2903,2932,PAI,TDS,99.28,2023-11-15 03:58:02
2904,2933,PAI,Turbidez,0.5,2023-11-15 03:58:09
2905,2934,PAI,Condutividade,198.56,2023-11-15 03:58:16
2906,2935,PAI,Temperatura,28.79,2023-11-15 03:58:23
2907,2936,PAI,PH,7.41,2023-11-15 03:58:36
2908,2937,PAI,TDS,100.4,2023-11-15 03:58:43
2909,2938,PAI,Turbidez,0.5,2023-11-15 03:58:50
2910,2939,PAI,Condutividade,200.8,2023-11-15 03:58:58
2911,2940,PAI,Temperatura,28.33,2023-11-15 03:59:05
2912,2941,PAI,PH,7.4,2023-11-15 03:59:17
2913,2942,PAI,TDS,100.4,2023-11-15 03:59:24
2914,2943,PAI,Turbidez,0.5,2023-11-15 03:59:31
2915,2944,PAI,Condutividade,200.8,2023-11-15 03:59:38
2916,2945,PAI,Temperatura,28.33,2023-11-15 03:59:46
2917,2946,PAI,PH,7.43,2023-11-15 03:59:59
2918,2947,PAI,TDS,100.68,2023-11-15 04:00:06
2919,2948,PAI,Turbidez,0.5,2023-11-15 04:00:13
2920,2949,PAI,Condutividade,201.37,2023-11-15 04:00:20
2921,2950,PAI,Temperatura,28.33,2023-11-15 04:00:27
2922,2951,PAI,PH,7.43,2023-11-15 04:00:40
2923,2952,PAI,TDS,100.08,2023-11-15 04:00:47
2924,2953,PAI,Turbidez,0.5,2023-11-15 04:00:54
2925,2954,PAI,Condutividade,200.15,2023-11-15 04:01:01
2926,2955,PAI,Temperatura,28.36,2023-11-15 04:01:08
2927,2956,PAI,PH,7.42,2023-11-15 04:01:21
2928,2957,PAI,TDS,100.44,2023-11-15 04:01:28
2929,2958,PAI,Turbidez,0.5,2023-11-15 04:01:35
2930,2959,PAI,Condutividade,200.89,2023-11-15 04:01:42
2931,2960,PAI,Temperatura,28.31,2023-11-15 04:01:49
2932,2961,PAI,PH,7.43,2023-11-15 04:02:02
2933,2962,PAI,TDS,100.15,2023-11-15 04:02:09
2934,2963,PAI,Turbidez,0.5,2023-11-15 04:02:16
2935,2964,PAI,Condutividade,200.29,2023-11-15 04:02:23
2936,2965,PAI,Temperatura,28.47,2023-11-15 04:02:30
2937,2966,PAI,PH,7.42,2023-11-15 04:02:43
2938,2967,PAI,TDS,98.75,2023-11-15 04:02:50
2939,2968,PAI,Turbidez,0.5,2023-11-15 04:02:57
2940,2969,PAI,Condutividade,197.5,2023-11-15 04:03:04
2941,2970,PAI,Temperatura,29.1,2023-11-15 04:03:11
2942,2971,PAI,PH,7.47,2023-11-15 04:03:24
2943,2972,PAI,TDS,99.95,2023-11-15 04:03:32
2944,2973,PAI,Turbidez,0.5,2023-11-15 04:03:39
2945,2974,PAI,Condutividade,199.89,2023-11-15 04:03:47
2946,2975,PAI,Temperatura,28.42,2023-11-15 04:03:54
2947,2976,PAI,PH,7.42,2023-11-15 04:04:05
2948,2977,PAI,TDS,100.32,2023-11-15 04:04:13
2949,2978,PAI,Turbidez,0.5,2023-11-15 04:04:20
2950,2979,PAI,Condutividade,200.63,2023-11-15 04:04:27
2951,2980,PAI,Temperatura,28.38,2023-11-15 04:04:34
2952,2981,PAI,PH,7.4,2023-11-15 04:04:47
2953,2982,PAI,TDS,100.38,2023-11-15 04:04:54
2954,2983,PAI,Turbidez,0.5,2023-11-15 04:05:01
2955,2984,PAI,Condutividade,200.75,2023-11-15 04:05:08
2956,2985,PAI,Temperatura,28.2,2023-11-15 04:05:15
2957,2986,PAI,PH,7.41,2023-11-15 04:05:28
2958,2987,PAI,TDS,100.06,2023-11-15 04:05:35
2959,2988,PAI,Turbidez,0.5,2023-11-15 04:05:42
2960,2989,PAI,Condutividade,200.11,2023-11-15 04:05:49
2961,2990,PAI,Temperatura,28.52,2023-11-15 04:05:56
2962,2991,PAI,PH,7.41,2023-11-15 04:06:09
2963,2992,PAI,TDS,100.08,2023-11-15 04:06:16
2964,2993,PAI,Turbidez,0.5,2023-11-15 04:06:23
2965,2994,PAI,Condutividade,200.15,2023-11-15 04:06:30
2966,2995,PAI,Temperatura,28.36,2023-11-15 04:06:37
2967,2996,PAI,PH,7.41,2023-11-15 04:06:50
2968,2997,PAI,TDS,100.36,2023-11-15 04:06:57
2969,2998,PAI,Turbidez,0.5,2023-11-15 04:07:04
2970,2999,PAI,Condutividade,200.72,2023-11-15 04:07:12
2971,3000,PAI,Temperatura,28.36,2023-11-15 04:07:19
2972,3001,PAI,PH,7.41,2023-11-15 04:07:31
2973,3002,PAI,TDS,100.23,2023-11-15 04:07:38
2974,3003,PAI,Turbidez,0.5,2023-11-15 04:07:46
2975,3004,PAI,Condutividade,200.46,2023-11-15 04:07:53
2976,3005,PAI,Temperatura,28.42,2023-11-15 04:08:00
2977,3006,PAI,PH,7.42,2023-11-15 04:08:12
2978,3007,PAI,TDS,100.2,2023-11-15 04:08:19
2979,3008,PAI,Turbidez,0.5,2023-11-15 04:08:26
2980,3009,PAI,Condutividade,200.41,2023-11-15 04:08:33
2981,3010,PAI,Temperatura,28.29,2023-11-15 04:08:40
2982,3011,PAI,PH,7.42,2023-11-15 04:08:53
2983,3012,PAI,TDS,100.31,2023-11-15 04:09:00
2984,3013,PAI,Turbidez,0.5,2023-11-15 04:09:07
2985,3014,PAI,Condutividade,200.63,2023-11-15 04:09:14
2986,3015,PAI,Temperatura,28.38,2023-11-15 04:09:21
2987,3016,PAI,PH,7.44,2023-11-15 04:09:34
2988,3017,PAI,TDS,100.6,2023-11-15 04:09:41
2989,3018,PAI,Turbidez,0.5,2023-11-15 04:09:49
2990,3019,PAI,Condutividade,201.2,2023-11-15 04:09:56
2991,3020,PAI,Temperatura,28.38,2023-11-15 04:10:03
2992,3021,PAI,PH,7.42,2023-11-15 04:10:16
2993,3022,PAI,TDS,100.68,2023-11-15 04:10:22
2994,3023,PAI,Turbidez,0.5,2023-11-15 04:10:29
2995,3024,PAI,Condutividade,201.37,2023-11-15 04:10:36
2996,3025,PAI,Temperatura,28.33,2023-11-15 04:10:43
2997,3026,PAI,PH,7.42,2023-11-15 04:10:57
2998,3027,PAI,TDS,100.23,2023-11-15 04:11:04
2999,3028,PAI,Turbidez,0.5,2023-11-15 04:11:11
3000,3029,PAI,Condutividade,200.46,2023-11-15 04:11:18
3001,3030,PAI,Temperatura,28.42,2023-11-15 04:11:25
3002,3031,PAI,PH,7.4,2023-11-15 04:11:40
3003,3032,PAI,TDS,100.4,2023-11-15 04:11:47
3004,3033,PAI,Turbidez,0.5,2023-11-15 04:11:54
3005,3034,PAI,Condutividade,200.8,2023-11-15 04:12:01
3006,3035,PAI,Temperatura,28.33,2023-11-15 04:12:08
3007,3036,PAI,PH,7.46,2023-11-15 04:12:19
3008,3037,PAI,TDS,99.95,2023-11-15 04:12:26
3009,3038,PAI,Turbidez,0.5,2023-11-15 04:12:33
3010,3039,PAI,Condutividade,199.89,2023-11-15 04:12:40
3011,3040,PAI,Temperatura,28.42,2023-11-15 04:12:48
3012,3041,PAI,PH,7.42,2023-11-15 04:13:00
3013,3042,PAI,TDS,100.08,2023-11-15 04:13:07
3014,3043,PAI,Turbidez,0.5,2023-11-15 04:13:14
3015,3044,PAI,Condutividade,200.15,2023-11-15 04:13:21
3016,3045,PAI,Temperatura,28.36,2023-11-15 04:13:28
3017,3046,PAI,PH,7.42,2023-11-15 04:13:41
3018,3047,PAI,TDS,100.27,2023-11-15 04:13:48
3019,3048,PAI,Turbidez,0.5,2023-11-15 04:13:56
3020,3049,PAI,Condutividade,200.54,2023-11-15 04:14:03
3021,3050,PAI,Temperatura,28.4,2023-11-15 04:14:10
3022,3051,PAI,PH,7.43,2023-11-15 04:14:22
3023,3052,PAI,TDS,99.95,2023-11-15 04:14:29
3024,3053,PAI,Turbidez,0.5,2023-11-15 04:14:37
3025,3054,PAI,Condutividade,199.89,2023-11-15 04:14:44
3026,3055,PAI,Temperatura,28.42,2023-11-15 04:14:51
3027,3056,PAI,PH,7.4,2023-11-15 04:15:03
3028,3057,PAI,TDS,99.99,2023-11-15 04:15:10
3029,3058,PAI,Turbidez,0.5,2023-11-15 04:15:17
3030,3059,PAI,Condutividade,199.98,2023-11-15 04:15:24
3031,3060,PAI,Temperatura,28.4,2023-11-15 04:15:31
3032,3061,PAI,PH,7.45,2023-11-15 04:15:45
3033,3062,PAI,TDS,100.38,2023-11-15 04:15:52
3034,3063,PAI,Turbidez,0.5,2023-11-15 04:15:59
3035,3064,PAI,Condutividade,200.77,2023-11-15 04:16:06
3036,3065,PAI,Temperatura,28.49,2023-11-15 04:16:13
3037,3066,PAI,PH,7.42,2023-11-15 04:16:26
3038,3067,PAI,TDS,100.12,2023-11-15 04:16:33
3039,3068,PAI,Turbidez,0.5,2023-11-15 04:16:40
3040,3069,PAI,Condutividade,200.24,2023-11-15 04:16:48
3041,3070,PAI,Temperatura,28.33,2023-11-15 04:16:54
3042,3071,PAI,PH,7.41,2023-11-15 04:17:07
3043,3072,PAI,TDS,99.57,2023-11-15 04:17:14
3044,3073,PAI,Turbidez,0.5,2023-11-15 04:17:21
3045,3074,PAI,Condutividade,199.13,2023-11-15 04:17:28
3046,3075,PAI,Temperatura,28.63,2023-11-15 04:17:35
3047,3076,PAI,PH,7.42,2023-11-15 04:17:48
3048,3077,PAI,TDS,100.03,2023-11-15 04:17:55
3049,3078,PAI,Turbidez,0.5,2023-11-15 04:18:02
3050,3079,PAI,Condutividade,200.06,2023-11-15 04:18:09
3051,3080,PAI,Temperatura,28.38,2023-11-15 04:18:16
3052,3081,PAI,PH,7.43,2023-11-15 04:18:29
3053,3082,PAI,TDS,100.36,2023-11-15 04:18:36
3054,3083,PAI,Turbidez,0.5,2023-11-15 04:18:43
3055,3084,PAI,Condutividade,200.72,2023-11-15 04:18:51
3056,3085,PAI,Temperatura,28.36,2023-11-15 04:18:58
3057,3086,PAI,PH,7.42,2023-11-15 04:19:10
3058,3087,PAI,TDS,100.03,2023-11-15 04:19:17
3059,3088,PAI,Turbidez,0.5,2023-11-15 04:19:24
3060,3089,PAI,Condutividade,200.06,2023-11-15 04:19:31
3061,3090,PAI,Temperatura,28.38,2023-11-15 04:19:38
3062,3091,PAI,PH,7.42,2023-11-15 04:19:51
3063,3092,PAI,TDS,100.04,2023-11-15 04:19:58
3064,3093,PAI,Turbidez,0.5,2023-11-15 04:20:05
3065,3094,PAI,Condutividade,200.08,2023-11-15 04:20:14
3066,3095,PAI,Temperatura,28.68,2023-11-15 04:20:21
3067,3096,PAI,PH,7.44,2023-11-15 04:20:33
3068,3097,PAI,TDS,100.19,2023-11-15 04:20:39
3069,3098,PAI,Turbidez,0.5,2023-11-15 04:20:47
3070,3099,PAI,Condutividade,200.37,2023-11-15 04:20:55
3071,3100,PAI,Temperatura,28.45,2023-11-15 04:21:02
3072,3101,PAI,PH,7.45,2023-11-15 04:21:14
3073,3102,PAI,TDS,100.53,2023-11-15 04:21:21
3074,3103,PAI,Turbidez,0.5,2023-11-15 04:21:28
3075,3104,PAI,Condutividade,201.06,2023-11-15 04:21:35
3076,3105,PAI,Temperatura,28.26,2023-11-15 04:21:42
3077,3106,PAI,PH,7.42,2023-11-15 04:21:55
3078,3107,PAI,TDS,99.95,2023-11-15 04:22:02
3079,3108,PAI,Turbidez,0.5,2023-11-15 04:22:09
3080,3109,PAI,Condutividade,199.89,2023-11-15 04:22:16
3081,3110,PAI,Temperatura,28.42,2023-11-15 04:22:23
3082,3111,PAI,PH,7.39,2023-11-15 04:22:36
3083,3112,PAI,TDS,100.49,2023-11-15 04:22:43
3084,3113,PAI,Turbidez,0.5,2023-11-15 04:22:50
3085,3114,PAI,Condutividade,200.98,2023-11-15 04:22:57
3086,3115,PAI,Temperatura,28.29,2023-11-15 04:23:04
3087,3116,PAI,PH,7.39,2023-11-15 04:23:17
3088,3117,PAI,TDS,100.31,2023-11-15 04:23:24
3089,3118,PAI,Turbidez,0.5,2023-11-15 04:23:31
3090,3119,PAI,Condutividade,200.63,2023-11-15 04:23:38
3091,3120,PAI,Temperatura,28.38,2023-11-15 04:23:46
3092,3121,PAI,PH,7.44,2023-11-15 04:23:58
3093,3122,PAI,TDS,100.07,2023-11-15 04:24:05
3094,3123,PAI,Turbidez,0.5,2023-11-15 04:24:12
3095,3124,PAI,Condutividade,200.15,2023-11-15 04:24:19
3096,3125,PAI,Temperatura,28.36,2023-11-15 04:24:26
3097,3126,PAI,PH,7.42,2023-11-15 04:24:39
3098,3127,PAI,TDS,99.9,2023-11-15 04:24:47
3099,3128,PAI,Turbidez,0.5,2023-11-15 04:24:54
3100,3129,PAI,Condutividade,199.81,2023-11-15 04:25:01
3101,3130,PAI,Temperatura,28.45,2023-11-15 04:25:08
3102,3131,PAI,PH,7.42,2023-11-15 04:25:20
3103,3132,PAI,TDS,100.06,2023-11-15 04:25:27
3104,3133,PAI,Turbidez,0.5,2023-11-15 04:25:34
3105,3134,PAI,Condutividade,200.12,2023-11-15 04:25:41
3106,3135,PAI,Temperatura,28.52,2023-11-15 04:25:49
3107,3136,PAI,PH,7.4,2023-11-15 04:26:02
3108,3137,PAI,TDS,100.84,2023-11-15 04:26:09
3109,3138,PAI,Turbidez,0.5,2023-11-15 04:26:16
3110,3139,PAI,Condutividade,201.67,2023-11-15 04:26:23
3111,3140,PAI,Temperatura,28.4,2023-11-15 04:26:30
3112,3141,PAI,PH,7.44,2023-11-15 04:26:43
3113,3142,PAI,TDS,100.1,2023-11-15 04:26:50
3114,3143,PAI,Turbidez,0.5,2023-11-15 04:26:57
3115,3144,PAI,Condutividade,200.2,2023-11-15 04:27:04
3116,3145,PAI,Temperatura,28.49,2023-11-15 04:27:11
3117,3146,PAI,PH,7.45,2023-11-15 04:27:24
3118,3147,PAI,TDS,99.95,2023-11-15 04:27:31
3119,3148,PAI,Turbidez,0.5,2023-11-15 04:27:38
3120,3149,PAI,Condutividade,199.89,2023-11-15 04:27:46
3121,3150,PAI,Temperatura,28.42,2023-11-15 04:27:54
3122,3151,PAI,PH,7.4,2023-11-15 04:28:05
3123,3152,PAI,TDS,100.51,2023-11-15 04:28:12
3124,3153,PAI,Turbidez,0.5,2023-11-15 04:28:19
3125,3154,PAI,Condutividade,201.02,2023-11-15 04:28:26
3126,3155,PAI,Temperatura,28.42,2023-11-15 04:28:33
3127,3156,PAI,PH,7.43,2023-11-15 04:28:47
3128,3157,PAI,TDS,99.97,2023-11-15 04:28:54
3129,3158,PAI,Turbidez,0.5,2023-11-15 04:29:01
3130,3159,PAI,Condutividade,199.95,2023-11-15 04:29:08
3131,3160,PAI,Temperatura,28.56,2023-11-15 04:29:15
3132,3161,PAI,PH,7.43,2023-11-15 04:29:27
3133,3162,PAI,TDS,100.44,2023-11-15 04:29:34
3134,3163,PAI,Turbidez,0.5,2023-11-15 04:29:41
3135,3164,PAI,Condutividade,200.89,2023-11-15 04:29:48
3136,3165,PAI,Temperatura,28.31,2023-11-15 04:29:55
3137,3166,PAI,PH,7.47,2023-11-15 04:30:09
3138,3167,PAI,TDS,100.27,2023-11-15 04:30:16
3139,3168,PAI,Turbidez,0.5,2023-11-15 04:30:23
3140,3169,PAI,Condutividade,200.54,2023-11-15 04:30:30
3141,3170,PAI,Temperatura,28.4,2023-11-15 04:30:37
3142,3171,PAI,PH,7.44,2023-11-15 04:30:49
3143,3172,PAI,TDS,99.61,2023-11-15 04:30:56
3144,3173,PAI,Turbidez,0.5,2023-11-15 04:31:03
3145,3174,PAI,Condutividade,199.21,2023-11-15 04:31:10
3146,3175,PAI,Temperatura,28.61,2023-11-15 04:31:17
3147,3176,PAI,PH,7.44,2023-11-15 04:31:32
3148,3177,PAI,TDS,99.99,2023-11-15 04:31:39
3149,3178,PAI,Turbidez,0.5,2023-11-15 04:31:46
3150,3179,PAI,Condutividade,199.98,2023-11-15 04:31:55
3151,3180,PAI,Temperatura,28.4,2023-11-15 04:32:02
3152,3181,PAI,PH,7.42,2023-11-15 04:32:12
3153,3182,PAI,TDS,100.51,2023-11-15 04:32:19
3154,3183,PAI,Turbidez,0.5,2023-11-15 04:32:26
3155,3184,PAI,Condutividade,201.02,2023-11-15 04:32:33
3156,3185,PAI,Temperatura,28.42,2023-11-15 04:32:40
3157,3186,PAI,PH,7.41,2023-11-15 04:32:53
3158,3187,PAI,TDS,100.31,2023-11-15 04:33:01
3159,3188,PAI,Turbidez,0.5,2023-11-15 04:33:08
3160,3189,PAI,Condutividade,200.63,2023-11-15 04:33:15
3161,3190,PAI,Temperatura,28.38,2023-11-15 04:33:22
3162,3191,PAI,PH,7.41,2023-11-15 04:33:34
3163,3192,PAI,TDS,101.07,2023-11-15 04:33:41
3164,3193,PAI,Turbidez,0.5,2023-11-15 04:33:48
3165,3194,PAI,Condutividade,202.13,2023-11-15 04:33:56
3166,3195,PAI,Temperatura,27.99,2023-11-15 04:34:03
3167,3196,PAI,PH,7.43,2023-11-15 04:34:15
3168,3197,PAI,TDS,100.14,2023-11-15 04:34:22
3169,3198,PAI,Turbidez,0.5,2023-11-15 04:34:29
3170,3199,PAI,Condutividade,200.29,2023-11-15 04:34:36
3171,3200,PAI,Temperatura,28.47,2023-11-15 04:34:43
